call_diff,sms_diff,traffic_diff,customes_class
-0.666420884106454,0.44491071368169843,-0.27353803227122486,0.0
-0.8892728057764954,-0.537896308649421,-1.959468612737766,2.0
-0.8415030664615126,0.8466647610541472,0.7276059413284366,0.0
1.3897493861661545,0.3909108606519922,1.7892457501416756,1.0
-1.228210529239958,-1.3758992361471594,-1.4342087475083491,2.0
-0.11931995883947388,0.2895753104063301,1.3561619788210724,0.0
1.2362087852768238,-0.18126412875367937,1.5767045895552663,1.0
-0.9074473546120043,-0.8006520800733559,-1.2502186858181932,2.0
-1.1605980495628874,-0.8290438321248652,-1.6284225902503398,2.0
-0.7609902561565107,1.2497828747678972,2.437623528278079,0.0
-1.697914873655031,-1.9041438270089461,1.862719959180263,2.0
0.3289044421288846,1.3916786518743334,-0.23930226621908313,1.0
0.9743172785192722,-1.2016961367546632,0.9251217996928606,0.0
2.2652283165179297,2.3613294668976135,2.993122173270108,1.0
-1.3575465334938819,0.742337711335762,0.27946140148673815,0.0
-1.2419771306195446,-1.4125370984554522,-0.847512831008705,2.0
1.2388077293585216,-0.03071016531986781,1.5645556847184054,1.0
1.0668607514702833,1.1669583013413596,1.1208764203707053,1.0
-1.3786288975477712,-1.5183650006213352,0.06470378686277956,2.0
1.7440788550171535,0.3600637720293488,2.3901268338871198,1.0
0.10075893055576457,-0.17317748519157639,0.6421955269539703,0.0
-1.2469063282637358,1.3530904910133665,2.0995159641735626,0.0
-0.5760516964339265,-0.5377391409470612,-1.2391496627655247,2.0
1.6108192646640114,1.4854505678629237,1.9722093504632294,1.0
2.049455359945508,3.517968782650725,2.4289551627389177,1.0
1.4585689529848236,1.950982799503132,1.6693900693598405,1.0
-0.5171137230729258,-0.2795095535188462,-2.6895160925643893,2.0
-0.5500479254704844,-0.5321095962258471,-0.5490678283241538,2.0
-1.412168145790513,-1.6172568121156257,0.9625036902238533,2.0
-1.2557120183824961,-1.1326923871467884,-2.3286913091351797,2.0
-0.8753587859672635,-1.1201357637570852,-0.24293616875889523,2.0
1.357935862354846,1.343086060500675,1.5884435822645506,1.0
0.4395404150639184,0.1957643689540164,0.15480322821708759,1.0
-0.8934575704493567,1.1730006421338426,0.8856864142209726,0.0
-1.7509827583382238,-1.8538386655569852,0.7380081579335678,2.0
2.3749883958483915,0.7982389969711294,3.4345589737509976,1.0
1.000968745473539,0.6369139388116051,1.0874442386336005,1.0
0.8675982126420874,1.7008379932971427,0.5994302694231726,1.0
1.0264119941804788,3.788035770527541,0.6601389395201698,1.0
-1.0799899547688367,-1.2644586185474955,-1.0292249187977833,2.0
0.07575866553623412,0.1837387768814227,-1.6320927956772864,2.0
0.9149453340850888,1.1324323035305912,0.8154827469757978,1.0
-1.2836882459472996,1.2949029827992813,2.476753413222986,0.0
-1.5612209217651465,1.1569765357945925,1.282636143285689,0.0
-0.09244746919962044,0.24203399784717305,-2.869544138348688,2.0
-1.271714632289422,1.1975648768967746,0.40964693665934615,0.0
-0.6172027218756001,0.3926881476655901,0.3302756818714483,0.0
-1.4297225803106617,1.5749804740455244,1.359806387773561,0.0
-0.3006759893552329,-0.14211800067870606,-2.320748439427013,2.0
1.3874868845298511,-0.05903294544499982,1.9196567368492352,1.0
-0.4172634685764467,0.7033002008945485,1.6873502986438682,0.0
-1.3333274837002518,1.9002710903621134,1.1010387021783432,0.0
-1.7060370961415114,0.7298148593333633,1.1476678543016159,0.0
-0.4426608836163376,0.9277466586804729,2.180293194669297,0.0
-0.9955752607681623,1.3448231582588415,2.650051104090034,0.0
-1.6077487308633494,-1.4705016982803936,-0.687754367461072,2.0
-1.104888562313874,0.7598570540863301,-0.04843690197830375,0.0
0.1245790086723586,0.47741442495501785,-2.8512912169444027,2.0
-0.6470891274857369,-0.2842165981136786,0.9961283670599106,0.0
-0.4915884804776669,0.7608722356277171,2.212598242598914,0.0
1.347157427837371,-0.4875873702480664,1.8599120243560971,1.0
-1.859011410203496,1.530406195206464,1.9732732660364043,0.0
-2.230614354066355,-2.6990820512161333,0.9567615971309036,2.0
-2.4867359792047012,1.8826968203267018,0.43106741843776486,0.0
1.2910807613883188,1.6645572532445274,1.3680850595459675,1.0
0.06957863958676658,0.38467485645380206,-1.8451136975438214,2.0
1.0868570654814296,0.25204018602849043,1.261922163878371,1.0
-1.1070532509320172,-0.7662431267115828,-1.5546930953180649,2.0
-1.0067052634927012,0.6400531650194821,0.796803946710175,0.0
-1.0031732574612873,-0.7729402320977624,-1.6506871160200103,2.0
0.08626186520414314,-0.2373283195285112,0.9061825587343566,0.0
-0.3567220967600425,1.4999521893249113,2.2640937487991044,0.0
-0.2824443026626431,1.4455770059097572,-1.3025185345146397,1.0
-0.5111057647635497,-0.30012389203913303,-2.3906917446051708,2.0
-2.510954904296792,1.5609595703425572,1.3615773139869995,0.0
-1.9781578351679392,1.007101841582262,0.06364676982672857,0.0
-0.03597842186168865,-0.15275072225200548,-1.3221882394444833,2.0
1.6291171362246182,2.4693413480871573,1.8366589629238637,1.0
0.07134011776829419,1.4452496482190962,-0.6934969848934451,1.0
0.6407527828748442,0.603275363865253,0.41131358163441445,1.0
1.703243007962426,2.0165943658691443,2.109078558489845,1.0
0.18957443503278437,0.6174202687979065,-3.1292013016329183,2.0
1.552419032963285,1.4047255782755403,1.8614893933103975,1.0
1.8559580614247788,0.608591929533526,2.501298133004629,1.0
-0.13193985977820633,-0.0073674233175081705,-1.852835008626374,2.0
0.5275351113916251,0.801784278196796,0.18816660186278922,1.0
-0.4920992398019487,0.6654410626745815,-1.3231279894776247,0.0
-0.44420239614224566,-0.25358389659904335,-0.9314789017702553,2.0
1.7313077334438927,-0.16636601912228732,2.435916533644341,1.0
-1.2508465259548354,-1.4437281225882765,-1.1395981639066723,2.0
-0.8960649201680182,-0.7206640940298288,-0.7764529592609971,2.0
-1.7990266054625526,1.15627612574213,-0.030414450293491102,0.0
1.1884836403926013,-0.5960878423996714,1.576671720504951,1.0
-1.1220151123856303,-0.9688856002312709,-1.131966758262266,2.0
-0.5385934186063916,1.7368331719031596,1.2330774371428173,0.0
1.5064252686340587,-0.48363796654316404,2.0961152830553926,1.0
-1.9489873987856752,-2.1924590660253935,0.9437930998560635,2.0
-1.3842531089936525,1.5223387522946656,2.854824307527089,0.0
1.957207842097767,0.4299763803174431,2.7502208640805073,1.0
-1.6128026179207398,1.6963772820014174,-1.0209211083774345,0.0
